,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
2237,jamall emmers,giga chikadze,Blue,False,Featherweight,1,3,0,1,0,3.33,0.52,0.0,0.51,0.33,1,0,3,0,0,1,0,0,0,0,1,1.0,182.88,187.96,145,0,0,0,8.27,0.68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,177.8,187.96,145,30,31,S-DEC,900.0,0.48,0.41,5.3,4.05,0.57,0.91,1.83,0.2,0.41,9.2,155.6,70.0,74.0,34.0,8.0,0.4,9.0,0.45,3.0,0.15,0.42,0.33,3.92,3.5,0.61,0.7,0.21,0.21,0.62,13.25,146.0,72.0,74.0,36.0,9.0,0.6,5.0,0.33,1.0,0.07
2238,danaa batgerel,guido cannetti,Red,False,Bantamweight,1,3,1,0,0,2.8,0.52,0.3,2.8,0.5,1,3,11,0,0,0,2,0,0,0,2,0.0,167.64,172.72,135,1,0,0,5.67,0.36,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,170.18,177.8,135,30,40,KO/TKO,181.0,,,,,,,,,,,,,,,,,,,,,0.55,0.55,3.44,2.84,0.51,0.65,2.27,0.41,0.0,7.27,136.0,66.0,68.0,43.0,4.0,0.4,2.0,0.2,4.0,0.4
2239,joseph benavidez,deiveson figueiredo,Blue,True,Flyweight,1,5,0,2,0,2.44,0.52,2.4,1.78,0.47,4,1,16,0,0,1,1,3,1,0,6,1.0,165.1,172.72,125,0,3,0,3.46,0.33,0.6,1.53,0.31,6,5,65,2,0,1,10,6,3,0,21,0.0,162.56,165.1,125,35,32,KO/TKO,414.0,0.35,0.31,3.52,2.67,0.61,0.62,1.41,0.59,0.36,11.38,125.5,64.0,65.0,40.0,8.0,0.29,11.0,0.39,9.0,0.32,0.54,0.35,2.91,3.55,0.5,0.6,1.62,1.43,0.78,12.83,135.0,65.0,68.0,37.0,9.0,0.38,6.0,0.25,9.0,0.38
2240,felicia spencer,zarah fairn,Red,False,Women's Featherweight,0,3,1,0,0,0.51,0.4,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,172.72,182.88,145,1,0,0,3.26,0.51,0.8,0.82,0.1,1,1,4,0,0,0,0,0,1,0,1,1.0,167.64,172.72,145,29,33,KO/TKO,217.0,0.49,0.19,3.21,4.54,0.45,0.27,1.18,0.2,0.0,12.73,145.5,66.0,68.0,32.0,2.0,0.25,2.0,0.25,4.0,0.5,0.31,0.0,4.55,7.4,0.46,0.6,0.0,0.0,0.0,9.4,146.0,68.0,72.0,39.0,4.0,0.67,2.0,0.33,0.0,0.0
2241,ion cutelaba,magomed ankalaev,Blue,False,Light Heavyweight,1,3,0,3,0,3.32,0.56,0.0,0.69,0.33,3,1,10,0,0,0,1,2,0,0,3,1.0,190.5,190.5,205,0,1,0,5.27,0.39,0.0,2.62,0.71,2,3,14,0,0,0,1,3,0,0,4,0.0,185.42,190.5,205,26,27,KO/TKO,38.0,0.43,0.52,4.29,3.34,0.47,0.75,4.04,0.0,0.22,8.08,216.0,73.0,75.0,31.0,13.0,0.72,3.0,0.17,2.0,0.11,0.53,0.31,3.64,2.37,0.59,0.87,0.92,0.0,0.65,11.62,204.5,75.0,75.0,32.0,11.0,0.55,9.0,0.45,0.0,0.0
2242,megan anderson,norma dumont,Red,False,Women's Featherweight,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,170.18,135,0,1,0,1.8,0.46,0.6,0.64,0.5,1,2,6,0,0,0,0,1,1,0,2,1.0,182.88,182.88,145,30,29,KO/TKO,211.0,0.46,0.25,1.76,3.35,0.37,0.54,0.52,0.52,0.52,4.82,144.5,72.0,72.0,33.0,6.0,0.55,2.0,0.18,3.0,0.27,0.5,0.57,3.86,2.16,0.66,0.72,1.72,0.0,0.2,14.85,136.0,67.0,67.0,34.0,0.0,0.0,10.0,0.83,2.0,0.17
2243,grant dawson,darrick minner,Red,False,Featherweight,1,3,0,0,0,6.85,0.54,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,177.8,145,0,2,0,3.76,0.46,2.1,5.23,0.45,2,0,5,0,0,0,1,0,1,0,2,,177.8,182.88,145,26,29,SUB,398.0,0.53,0.41,3.2,2.11,0.45,0.57,3.87,1.13,0.09,11.35,156.0,70.0,72.0,30.0,5.0,0.22,5.0,0.22,13.0,0.57,0.66,0.73,2.63,2.28,0.36,0.67,2.4,2.71,0.3,7.13,146.0,67.0,69.5,33.0,1.0,0.04,3.0,0.12,22.0,0.85
2244,gabriel silva,kyler phillips,Blue,False,Bantamweight,1,3,0,0,0,18.26,0.56,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,172.72,179.0,135,1,0,0,0.53,0.5,0.0,1.0,0.16,0,1,3,0,0,0,0,0,0,0,0,1.0,167.64,180.34,135,25,24,U-DEC,900.0,0.35,0.25,1.3,3.47,0.46,0.38,1.5,0.5,0.0,15.0,135.5,64.0,71.0,28.0,3.0,0.43,3.0,0.43,1.0,0.14,0.44,0.51,5.28,3.47,0.61,0.76,2.63,0.42,0.42,12.03,135.5,68.0,72.0,29.0,5.0,0.42,5.0,0.42,2.0,0.17
2245,brendan allen,tom breese,Red,False,Middleweight,1,3,0,1,0,3.85,0.49,0.3,0.0,0.0,3,1,9,0,0,0,1,3,0,0,4,0.0,190.5,185.42,185,0,1,0,2.0,0.53,6.2,3.74,0.42,1,0,2,0,0,0,0,0,1,0,1,1.0,187.96,190.5,185,24,28,KO/TKO,287.0,0.54,0.39,3.79,3.83,0.46,0.59,1.67,1.3,0.37,10.08,201.8,74.0,75.0,29.0,5.0,0.21,5.0,0.21,14.0,0.58,0.51,0.0,3.34,2.81,0.61,0.71,0.0,1.07,1.07,7.03,186.0,75.0,73.5,31.0,5.0,0.42,1.0,0.08,6.0,0.5
2246,luis pena,steve garcia,Red,False,Lightweight,1,3,0,0,0,8.89,0.55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,182.88,190.5,155,1,0,0,3.7,0.45,1.0,1.25,0.31,2,2,13,0,0,0,1,1,1,0,3,0.0,190.5,190.5,155,26,27,U-DEC,900.0,0.47,0.33,3.66,3.12,0.51,0.48,1.17,1.17,0.15,12.83,155.0,75.0,76.0,29.0,2.0,0.08,19.0,0.76,4.0,0.16,0.57,0.4,5.04,2.34,0.46,0.89,1.17,0.58,2.63,5.13,145.5,72.0,75.0,32.0,14.0,0.82,3.0,0.18,0.0,0.0
2247,marcin tybura,serghei spivac,Red,False,Heavyweight,1,3,0,1,0,2.65,0.53,1.6,9.93,0.75,1,1,3,0,0,0,0,0,1,0,1,1.0,190.5,198.12,260,2,0,0,3.61,0.51,0.1,1.48,0.61,3,5,25,0,0,0,2,2,0,0,4,1.0,190.5,198.12,249,34,35,U-DEC,900.0,0.49,0.33,3.57,3.26,0.55,0.77,1.42,0.13,0.06,11.07,251.0,75.0,78.0,39.0,10.0,0.38,9.0,0.35,7.0,0.27,0.5,0.66,3.49,3.77,0.49,0.64,4.56,0.63,0.0,7.35,260.0,75.0,78.0,29.0,7.0,0.41,2.0,0.12,8.0,0.47
2248,jordan griffin,tj brown,Red,False,Featherweight,1,3,0,0,0,3.31,0.47,1.2,5.78,0.71,0,0,0,0,0,0,0,0,0,0,0,,175.26,182.88,145,2,0,0,3.15,0.46,1.8,0.44,0.25,0,2,6,0,0,0,0,0,0,0,0,0.0,177.8,185.42,145,30,29,SUB,518.0,0.47,0.35,2.52,3.02,0.5,0.42,1.45,1.86,0.21,12.1,145.5,70.0,72.5,33.0,5.0,0.28,4.0,0.22,9.0,0.5,0.45,0.58,3.37,2.89,0.49,0.37,3.41,1.31,0.0,12.7,146.0,69.0,72.0,34.0,4.0,0.24,3.0,0.18,10.0,0.59
2249,aalon cruz,spike carlyle,Blue,False,Featherweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,170.18,180.34,145,0,0,0,9.04,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,182.88,198.12,145,30,26,KO/TKO,85.0,0.39,0.0,7.58,8.88,0.59,0.72,0.0,0.0,0.85,5.9,155.0,72.0,78.0,33.0,2.0,0.25,4.0,0.5,2.0,0.25,0.54,0.37,2.55,3.85,0.3,0.57,3.34,0.48,0.0,10.47,145.5,68.0,71.0,30.0,5.0,0.56,1.0,0.11,3.0,0.33
2250,sean brady,ismail naurdiev,Red,False,Welterweight,1,3,0,1,0,3.4,0.56,0.3,1.67,0.83,1,1,9,0,0,0,2,0,0,0,2,1.0,177.8,187.96,170,0,1,0,7.93,0.56,0.0,2.0,0.66,1,0,3,0,0,0,1,0,0,0,1,1.0,177.8,182.88,170,27,23,U-DEC,900.0,0.55,0.52,4.09,3.18,0.6,0.86,3.49,0.94,0.13,13.97,171.0,70.0,72.0,32.0,3.0,0.18,9.0,0.53,5.0,0.29,0.54,0.4,3.41,1.52,0.67,0.73,1.6,0.2,0.0,15.0,185.0,72.0,74.0,28.0,12.0,0.5,6.0,0.25,6.0,0.25
2251,paul felder,dan hooker,Blue,False,Lightweight,1,5,0,2,0,4.73,0.44,0.4,0.4,0.33,4,4,29,0,0,0,1,6,2,0,9,,182.88,190.5,155,0,2,0,3.55,0.43,0.3,0.29,0.27,3,4,33,0,0,2,2,4,1,0,9,1.0,180.34,177.8,155,35,30,S-DEC,1500.0,0.45,0.29,3.7,3.44,0.49,0.65,0.29,0.22,0.22,13.75,155.8,71.0,70.5,39.0,10.0,0.59,6.0,0.35,1.0,0.06,0.49,0.34,5.03,4.72,0.51,0.78,0.73,0.33,0.6,10.22,155.5,72.0,75.0,35.0,11.0,0.46,6.0,0.25,7.0,0.29
2252,jim crute,michal oleksiejczuk,Red,False,Light Heavyweight,1,3,1,0,0,5.39,0.56,0.0,1.2,0.66,2,1,7,0,0,0,0,2,0,0,2,0.0,182.88,187.96,205,1,0,0,4.56,0.57,2.3,0.58,1.0,2,1,5,0,0,0,0,1,1,0,2,1.0,187.96,187.96,205,23,25,,,,,,,,,,,,,,,,,,,,,,,0.51,0.44,5.08,4.61,0.59,0.48,1.08,0.0,1.08,6.47,197.8,72.0,74.0,29.0,14.0,0.74,4.0,0.21,1.0,0.05
2253,karolina kowalkiewicz,yan xiaonan,Blue,False,Women's Strawweight,0,3,0,4,0,6.85,0.4,0.0,0.25,0.25,4,0,12,0,0,0,4,0,0,0,4,1.0,165.1,160.02,115,3,0,0,5.57,0.39,0.0,0.11,0.14,3,5,28,1,0,2,3,0,0,0,5,1.0,160.02,162.56,115,34,30,,,0.43,0.23,5.54,5.51,0.58,0.75,0.31,0.19,0.0,13.25,115.5,63.0,64.0,39.0,1.0,0.06,12.0,0.75,3.0,0.19,0.45,0.73,4.99,3.44,0.6,0.63,0.92,0.0,0.17,15.03,116.0,65.0,63.0,35.0,8.0,0.42,10.0,0.53,1.0,0.05
2254,ben sosoli,marcos rogerio de lima,Blue,False,Heavyweight,1,3,1,0,0,3.55,0.54,0.8,0.78,0.6,2,5,16,0,0,1,1,3,1,0,5,1.0,185.42,190.5,253,0,0,0,2.22,0.31,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0.0,175.26,182.88,265,30,34,,,0.31,0.14,2.31,4.3,0.47,0.67,0.0,0.0,0.0,6.2,264.0,72.0,72.5,33.0,6.0,0.86,1.0,0.14,0.0,0.0,0.58,0.46,3.7,2.9,0.52,0.59,1.4,0.51,0.89,6.2,261.0,73.0,75.0,39.0,15.0,0.71,3.0,0.14,3.0,0.14
2255,brad riddell,magomed mustafaev,Red,False,Lightweight,1,3,0,1,0,3.11,0.57,0.7,0.0,0.0,2,1,7,0,0,0,0,3,0,0,3,1.0,172.72,180.34,155,0,1,0,6.07,0.59,0.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,1.0,170.18,180.34,155,28,31,S-DEC,900.0,0.54,0.36,4.71,3.53,0.54,0.63,1.77,0.0,0.2,10.92,155.6,67.0,71.0,31.0,5.0,0.5,5.0,0.5,0.0,0.0,0.59,0.5,2.59,2.68,0.41,0.23,3.31,0.41,0.83,7.25,156.0,68.0,71.0,34.0,10.0,0.71,0.0,0.0,4.0,0.29
2256,kevin aguilar,zubaira tukhugov,Blue,False,Featherweight,1,3,0,0,1,2.28,0.35,0.0,3.03,0.56,3,1,13,0,0,1,1,1,0,0,3,1.0,172.72,172.72,145,1,0,0,3.78,0.36,0.0,0.25,0.5,2,1,9,0,0,0,2,0,0,0,2,1.0,170.18,185.42,145,31,29,KO/TKO,201.0,0.4,0.17,3.96,4.81,0.52,0.79,0.16,0.0,0.32,13.33,145.0,67.0,72.0,34.0,9.0,0.53,6.0,0.35,2.0,0.12,0.4,0.39,3.17,3.07,0.64,1.0,2.13,0.0,0.4,12.52,157.5,68.0,68.0,32.0,7.0,0.35,12.0,0.6,1.0,0.05
2257,jake matthews,emil meek,Red,False,Welterweight,1,3,2,0,0,2.24,0.38,1.3,0.33,0.5,1,2,9,0,0,0,1,0,0,0,1,,180.34,187.96,170,0,1,0,3.07,0.46,0.8,1.99,0.38,3,4,28,0,0,1,2,1,4,0,8,1.0,180.34,185.42,170,25,31,U-DEC,900.0,0.44,0.41,3.45,2.63,0.61,0.68,1.46,0.55,0.3,11.73,170.5,71.5,73.0,30.0,6.0,0.29,8.0,0.38,7.0,0.33,0.39,0.33,2.52,2.53,0.39,0.48,0.25,1.0,0.0,15.0,170.5,71.0,74.5,34.0,7.0,0.78,1.0,0.11,1.0,0.11
2258,callan potter,song kenan,Blue,False,Welterweight,1,3,0,1,0,4.13,0.45,0.0,0.0,0.0,2,1,9,0,0,0,1,2,0,0,3,1.0,182.88,180.34,170,0,1,0,3.21,0.51,0.0,2.83,0.6,1,1,4,0,0,0,1,0,0,0,1,1.0,182.88,182.88,170,35,29,,,0.3,0.31,0.99,3.85,0.46,0.52,0.0,0.0,0.0,5.07,170.5,72.0,72.0,38.0,8.0,1.0,0.0,0.0,0.0,0.0,0.47,0.3,4.49,5.82,0.51,0.74,0.42,0.0,0.7,9.8,170.0,72.0,71.5,34.0,9.0,0.41,4.0,0.18,9.0,0.41
2259,kai kara france,tyson nam,Red,False,Flyweight,1,3,1,0,0,2.67,0.23,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,170.18,172.72,125,1,0,0,5.28,0.41,0.0,0.75,0.37,3,1,12,0,0,1,2,0,0,0,3,1.0,162.56,175.26,125,26,36,,,,,,,,,,,,,,,,,,,,,,,0.34,0.0,3.87,4.97,0.65,0.88,0.0,0.0,0.6,9.43,126.0,67.0,68.0,39.0,13.0,0.62,7.0,0.33,1.0,0.05
2260,loma lookboonmee,angela hill,Blue,False,Women's Strawweight,0,3,0,2,0,5.97,0.5,0.1,0.46,0.41,2,7,34,0,0,0,4,2,0,0,6,1.0,160.02,162.56,115,0,1,0,6.6,0.65,0.0,1.0,0.16,1,0,3,0,0,1,0,0,0,0,1,1.0,154.94,154.94,115,24,35,U-DEC,900.0,0.58,0.5,4.1,2.48,0.53,0.73,1.9,0.14,0.0,13.85,120.8,61.0,61.5,28.0,1.0,0.14,6.0,0.86,0.0,0.0,0.5,0.33,5.47,4.92,0.61,0.75,0.81,0.12,0.12,14.37,115.5,63.0,64.5,40.0,5.0,0.28,12.0,0.67,1.0,0.06
2261,priscila cachoeira,shana dobson,Red,False,Women's Flyweight,0,3,2,0,0,3.56,0.33,0.0,0.4,0.25,0,2,8,0,0,0,0,1,0,0,1,1.0,167.64,175.26,125,3,0,0,3.7,0.36,0.0,0.0,0.0,0,3,8,0,0,0,0,0,0,0,0,1.0,170.18,165.1,125,31,30,KO/TKO,40.0,0.44,0.33,3.76,7.03,0.43,0.65,0.15,0.0,0.31,9.75,133.5,67.0,65.0,36.0,7.0,0.58,5.0,0.42,0.0,0.0,0.38,0.5,3.34,5.2,0.5,0.14,0.84,0.0,0.28,8.98,126.0,66.0,69.0,34.0,2.0,0.5,2.0,0.5,0.0,0.0
2262,diego sanchez,michel pereira,Red,False,Welterweight,1,3,1,0,0,2.26,0.44,0.0,1.79,0.4,1,1,4,0,0,0,0,1,0,0,1,1.0,185.42,185.42,170,1,0,0,2.75,0.38,0.9,1.62,0.25,9,12,83,1,0,3,10,6,2,0,21,0.0,177.8,182.88,170,38,26,DQ,789.0,0.38,0.24,2.69,3.02,0.56,0.46,1.51,0.83,0.25,11.9,170.0,70.0,72.5,41.0,10.0,0.34,13.0,0.45,6.0,0.21,0.54,0.52,4.46,4.23,0.53,0.77,1.27,0.81,0.35,10.83,185.5,73.0,73.0,31.0,11.0,0.37,10.0,0.33,9.0,0.3
2263,montana de la rosa,mara romero borella,Red,False,Women's Flyweight,0,3,1,0,0,2.98,0.35,0.3,1.68,0.41,0,1,10,0,0,1,0,0,1,0,2,1.0,167.64,175.26,125,1,0,0,2.49,0.31,2.3,2.69,0.33,3,1,9,0,0,0,0,0,3,0,3,1.0,170.18,172.72,125,25,33,U-DEC,900.0,0.37,0.33,2.9,3.39,0.45,0.68,1.85,0.82,0.1,12.18,125.5,67.0,68.0,29.0,1.0,0.08,4.0,0.31,8.0,0.62,0.38,0.44,2.54,2.48,0.71,0.67,1.83,0.23,0.0,9.4,125.0,66.0,69.0,37.0,3.0,0.25,5.0,0.42,4.0,0.33
2264,brok weaver,kazula vargas,Red,False,Lightweight,1,3,1,0,0,1.33,0.47,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0.0,172.72,180.34,155,0,0,0,6.73,0.74,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,182.88,185.42,170,28,34,DQ,242.0,0.65,0.1,4.78,4.35,0.46,0.67,0.41,0.41,0.0,9.2,164.0,72.0,73.0,31.0,2.0,0.14,9.0,0.64,3.0,0.21,0.54,0.25,3.65,1.77,0.58,0.3,0.4,0.4,0.0,9.47,155.0,68.0,71.5,37.0,7.0,0.58,2.0,0.17,3.0,0.25
2265,rogerio bontorin,ray borg,Blue,False,Flyweight,1,3,0,1,0,1.26,0.49,1.2,3.66,0.5,3,4,30,1,0,0,4,0,2,0,6,1.0,162.56,160.02,135,0,2,0,3.23,0.52,1.6,2.72,0.41,2,0,4,0,0,1,0,1,0,0,2,1.0,165.1,170.18,125,27,26,U-DEC,900.0,0.53,0.6,2.63,3.27,0.5,0.52,2.9,0.97,0.0,11.07,147.4,65.0,67.0,31.0,3.0,0.19,2.0,0.13,11.0,0.69,0.52,0.5,1.52,1.93,0.48,0.47,3.89,1.04,0.0,14.45,149.4,64.0,63.0,29.0,1.0,0.08,6.0,0.46,6.0,0.46
2266,lando vannata,yancy medeiros,Red,False,Lightweight,1,3,2,0,0,3.99,0.35,0.6,0.14,0.33,3,6,28,0,0,1,1,3,3,0,8,1.0,177.8,190.5,155,1,0,2,4.41,0.42,0.5,1.35,0.42,1,4,19,0,0,0,0,1,1,0,2,1.0,175.26,180.34,155,27,32,U-DEC,900.0,0.45,0.38,4.52,4.76,0.55,0.69,1.09,0.3,0.5,11.65,156.0,69.0,71.0,31.0,4.0,0.33,3.0,0.25,5.0,0.42,0.37,0.5,4.36,5.67,0.47,0.74,0.33,0.65,0.98,8.47,155.5,70.0,75.5,35.0,8.0,0.53,3.0,0.2,4.0,0.27
2267,tim means,daniel rodriguez,Blue,False,Welterweight,1,3,0,0,0,7.2,0.48,0.0,4.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.0,185.42,190.5,170,0,1,0,4.87,0.45,0.2,0.87,0.45,4,8,43,0,0,1,3,5,2,0,11,1.0,187.96,190.5,170,35,33,SUB,517.0,0.49,0.4,5.04,3.65,0.6,0.65,1.14,0.16,0.57,9.63,171.0,74.0,75.0,40.0,20.0,0.61,8.0,0.24,5.0,0.15,0.5,0.55,7.5,5.47,0.58,0.58,0.59,0.1,0.4,11.63,170.0,73.0,74.0,38.0,8.0,0.44,6.0,0.33,4.0,0.22
2268,john dodson,nathaniel wood,Red,False,Bantamweight,1,3,0,3,0,4.24,0.42,2.0,2.05,0.66,3,0,7,0,0,0,0,0,3,0,3,1.0,167.64,175.26,135,2,0,0,3.28,0.4,0.0,0.8,0.28,3,6,43,2,0,1,3,5,0,0,9,1.0,160.02,167.64,135,35,26,KO/TKO,616.0,0.41,0.29,3.2,3.58,0.62,0.82,0.71,0.0,0.71,13.62,136.0,63.0,66.0,38.0,11.0,0.5,9.0,0.41,2.0,0.09,0.51,0.48,5.75,4.0,0.56,0.73,1.56,0.52,0.31,13.13,154.8,66.0,69.0,31.0,8.0,0.4,7.0,0.35,5.0,0.25
2269,jim miller,scott holtzman,Blue,False,Lightweight,1,3,0,1,0,4.36,0.5,0.2,2.37,0.58,3,3,26,0,0,0,3,2,1,0,6,1.0,175.26,175.26,155,0,2,0,2.78,0.4,2.0,1.77,0.42,7,12,73,0,0,2,6,3,9,0,20,0.0,172.72,180.34,155,36,36,U-DEC,900.0,0.42,0.44,2.99,3.51,0.57,0.49,1.52,1.69,0.21,9.65,155.6,68.0,71.0,41.0,7.0,0.18,10.0,0.26,21.0,0.55,0.48,0.57,4.32,3.66,0.55,0.67,1.88,0.18,0.36,12.87,155.5,69.0,69.0,39.0,5.0,0.36,7.0,0.5,2.0,0.14
2270,devin clark,dequan townsend,Red,False,Light Heavyweight,1,3,2,0,0,1.6,0.43,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,1.0,190.5,200.66,205,1,0,0,3.21,0.54,0.2,3.03,0.39,2,4,18,0,0,0,4,0,0,0,4,1.0,182.88,190.5,205,29,33,U-DEC,900.0,0.54,0.33,3.03,3.24,0.44,0.59,2.17,0.08,0.23,11.4,221.0,72.0,75.0,33.0,4.0,0.31,8.0,0.62,1.0,0.08,0.35,0.38,1.23,3.92,0.39,0.47,0.0,0.0,0.0,12.23,186.0,75.0,79.0,37.0,12.0,0.57,4.0,0.19,5.0,0.24
2271,casey kenney,merab dvalishvili,Blue,False,Bantamweight,1,3,0,2,0,3.75,0.37,0.0,6.75,0.43,2,2,12,0,0,0,2,0,0,0,2,1.0,167.64,172.72,135,0,2,0,3.48,0.41,0.8,1.75,0.5,2,0,6,0,0,0,2,0,0,0,2,0.0,170.18,172.72,135,28,29,U-DEC,900.0,0.43,0.36,4.85,4.67,0.58,0.61,1.09,0.43,0.0,13.8,136.0,67.0,70.0,32.0,2.0,0.13,9.0,0.56,5.0,0.31,0.42,0.35,4.36,2.51,0.57,0.83,5.89,0.26,0.06,16.75,134.0,66.0,68.0,34.0,3.0,0.16,15.0,0.79,1.0,0.05
2272,macy chiasson,shanna young,Red,False,Women's Bantamweight,0,3,0,0,0,3.79,0.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,165.1,135,1,0,0,3.76,0.55,1.0,0.0,0.0,3,1,8,0,0,0,0,2,1,0,3,1.0,180.34,182.88,135,28,28,U-DEC,900.0,0.46,0.39,3.77,2.79,0.44,0.7,2.37,0.42,0.28,9.78,135.5,71.0,72.0,33.0,3.0,0.3,4.0,0.4,3.0,0.3,0.48,0.0,3.18,4.88,0.43,0.54,0.0,0.56,0.0,10.7,126.0,67.0,65.0,32.0,3.0,0.33,4.0,0.44,2.0,0.22
2273,mark de la rosa,raulian paiva,Blue,False,Flyweight,1,3,2,0,0,4.59,0.43,0.5,0.46,0.2,0,2,4,0,0,0,0,0,0,0,0,1.0,172.72,175.26,125,2,0,0,3.05,0.36,0.3,0.77,0.17,2,3,13,0,0,1,0,0,1,0,2,1.0,167.64,165.1,135,25,24,KO/TKO,582.0,0.35,0.14,3.13,5.0,0.49,0.4,0.54,0.18,0.0,11.92,136.0,66.0,65.0,28.0,1.0,0.09,4.0,0.36,6.0,0.55,0.43,0.24,4.14,5.01,0.49,0.77,0.65,0.16,0.16,11.55,136.0,68.0,69.5,27.0,4.0,0.19,14.0,0.67,3.0,0.14
2274,jon jones,dominick reyes,Red,True,Light Heavyweight,1,5,0,6,0,5.03,0.52,0.4,0.39,0.16,6,0,10,0,0,1,1,3,1,0,6,0.0,193.04,195.58,205,0,16,0,4.31,0.57,0.5,1.9,0.46,16,1,68,14,0,1,8,5,5,0,19,1.0,193.04,213.36,205,32,30,U-DEC,1500.0,0.59,0.46,4.38,2.24,0.64,0.95,1.89,0.46,0.25,14.87,237.6,76.0,84.5,37.0,11.0,0.39,10.0,0.36,7.0,0.25,0.54,0.29,5.64,3.59,0.49,0.83,0.31,0.31,0.94,8.0,205.0,76.0,77.0,35.0,9.0,0.64,3.0,0.21,2.0,0.14
2275,juan adams,justin tafa,Blue,False,Heavyweight,1,3,1,0,0,2.77,0.66,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0.0,182.88,187.96,264,2,0,0,7.32,0.55,0.0,0.97,0.66,1,2,7,0,0,0,0,1,0,0,1,1.0,195.58,203.2,265,28,26,KO/TKO,119.0,0.56,0.67,7.09,4.06,0.35,0.57,0.91,0.0,0.0,6.6,266.0,77.0,80.0,31.0,5.0,1.0,0.0,0.0,0.0,0.0,0.54,0.0,4.05,5.11,0.47,0.53,0.0,0.0,1.1,5.45,266.0,72.0,74.0,31.0,7.0,1.0,0.0,0.0,0.0,0.0
